,,S_ID,Sender,SMS,CLASS
Psy,208,z12lsp3pnmqlirwwk04cepijkvrustgbcgs,Isuzu,P E A C E  &amp;  L O V E  ! !﻿,0
Psy,209,z12iubmp2mv1txfsy235vb2xdqirufcp304,jayson calzado,How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,0
Psy,210,z12kyn0qjzzzur2ai04cg5szenjxdrorp4w,O sábio das 7 eras,Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1
Psy,211,z13ccrthzkqdhl0ia04cjvobvtmafbd53ow0k,Pro Video,subscribe to me :) ﻿,1
Psy,212,z13rwrwppmyugtzco23xzjswqmrzilyxw04,Vepi road to TIx,Still the best. :D﻿,0
Psy,213,z12iircxtsjpwvqbd04chjzbemjtj5kohxg0k,Bert Dionne,The most liked video on YouTube...﻿,0
Psy,214,z12twf5qnmr2vhzsp23nzvn43uekgp4hq04,no honesty,Still watching this 2 years later? ﻿,0
Psy,215,z124g1oy2wfitb3tw23bw1po2ozhurojq04,LaunchPad Mad,"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-﻿",1
Psy,216,z13dibpi3raby5evk22yzhfwuli2hnj0t,Aj Riberal,"Lol...I dunno how this joke gets a lot of likes, but whatever. xD﻿",0
Psy,217,z13ajrybhwehvxctd22xjvnjvvfig1mai04,SRK FAN,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0
Psy,218,z12xczhjizrzuhvlp22gh3apkrasg3ggt04,Ben Stalker,GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,0
Psy,219,z13zv3phsxnput04k04cdnkw4svghdnas4c,xxxTheMikeTxxx,Will this song ever reach 7 Billion Views?﻿,0
Psy,220,z134d5hbckywylmj404cgnlo3kysfhsjoeg,Kemal Kurtoglu,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1
Psy,221,z130vjpadznpiv44x04cgd1ooljghlzg0es,ahmed khalifa,"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",0
Psy,222,z13rdtkxmnfsdptlc22qwryhlsrfslcht04,Adele Lupei,"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ﻿",0
Psy,223,z12hidxilpv4uduvf23jdjp4nleeulehc04,Daniel Istrati,Can anyone sub to my channel? :D﻿,1
Psy,224,z12sjrqiurm3sd4rh04chz4oplrmhzmgzmg0k,Stronzo Chicheritr,prehistoric song..has been﻿,0
Psy,225,z13sw1fapx2dijgv323dur5rcyz3urnut,none dies virgin life fucks us all,You think you're smart?        Headbutt your face.﻿,0
Psy,226,z12di5a51quhttio304cirdpnvroex14jfg,JakeFrostMiner Palanca,DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0
Psy,227,z13wj1pgwlfjjjn4d04cilo5nwnhsbdavzg0k,Tee Tee,Loool nice song funny how no one understands (me) and we love it﻿,0
Psy,228,z13pfnrxuyelivdoz04cgdx4esa2dxeymck,Oopsthenameistoolong Oh well,Like if you came here too see how many views this song has.﻿,0
Psy,229,z13wf3fztpfffjoit04chjaxhkurtf1oh5g,witsnow roxiie,We pray for you Little Psy ♡﻿,0
Psy,230,z132fb4jenqfv5x2r23swfmiyrafyf5ue,johan gade,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0
Psy,231,z13oc52ihn22tfz3n231vv4bvxrujn0f0,2666playboy, Follow me on Instagram. _chris_cz  ﻿,1
Psy,232,z12rd3vqqsjydb35a04cfxi4kprfxruh5ew,Melissa Harmon,how is this shit still relevant ﻿,0
Psy,233,z12ffbi4hyauctqeg22livra0kzjcjffv,Eddie Murphy,LOL this shit never gets old﻿,0
Psy,234,z130i3yaexrmtxyic04ccnk5hwvfs33as0c,Alucard Hellsing,What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0
Psy,235,z13welx54xa4irprk04cfljw0o3gcnkrxzg0k,John Plaatt,On 0:02 u can see the camera man on his glasses....﻿,0
Psy,236,z13whrhzczjfx5ozo04chrtiyzunjjewwlk0k,YOU ARE NOW WASTING SECONDS OF YOUR LIFE BY READING THIS LONG STUPID NAME WHICH MAKES NO SENSE!,this comment is wrong﻿,0
Psy,237,z13iwppp5kf4gnyxn04cjns5kzn4xd0qdwk0k,juanmanuel cespedes,i hate this music. fucking singer and every koean chainise ana US sucks me dick.﻿,0
Psy,238,z13wtr2yssezhdaqa04cjvbody3qwjhpwk00k,Kirill Nazarethian,2:05. Hahahahah ﻿,0
Psy,239,z130dbmz2ourjtupz04chhjrpunwcr4yjrs0k,King uzzy,Can we reach 3 billion views by December 2014? ﻿,0
Psy,240,z12jy1tw0unnhhdnh23yyvyhjsnljxhf4,Gio D.,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0
Psy,241,z124inzqgoyeh33uw23iibficv2kuf2nx,anthony Jennings,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",0
Psy,242,z13vc32olxm2znkjz04cd35gnozjebqhlig,TheLegitBroz,The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.﻿,0
Psy,243,z12xgnu4zmroi1vuu221wtihjlbjw3owv04,mindaugux,why I dont see any comments but mine?:/﻿,0
Psy,244,z12denip3u2dyzqte23ytjoqdsieizlta,Bert Ernie,this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,0
Psy,245,z133gnr5wmi1idj0y22delw4knabhvwtq,Tabby Ghani,I remember when everyone was obsessed with Gangnam Style 😗﻿,0
Psy,246,z12aezowoqbjf3sn223hc1xrita3f3oz404,UKz DoleSnacher,Remove This video its wank﻿,0
Psy,247,z12tulsausq0ebatg22iy5cwzrvegr2ls,JD COKE,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",1
Psy,248,z12zjdapzmexcbnsu23qgphzyubsihwsu,Joaco Remis,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",0
Psy,249,z125vpqb2rb1jbxun234evvr1patybvww04,TheRogueScorpion,MANY MEMORIES...........﻿,0
Psy,250,z12eex1wzu2ky35en22wfpswwxjqynsus,John Schmidt,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,0
Psy,251,z12cu5vhuw2ccfvdi22ecpvobuiof1yat04,Sean Deko,"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song﻿",0
Psy,252,z13sfdopwvmpcfo3023cj3w54q30ftk1x,Nikolay Tekuchev,"This video is so cool, again and again!﻿",0
Psy,253,z133gjpr2ybqthyjt04cjjhrtwucsxw4tpk0k,PinkyThePuppyProductions,I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,0
Psy,254,z12pcbng1m2shlgkp23ki1izwkreylid3,Sev3617,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿",0
Psy,255,z12ts1xbpzv4sfrsd23rfbjourjgcj5mo,Gema LR,With the korean girl more slut and bitch : Hyuna :'33﻿,0
Psy,256,z12wuz2qqnawe50js04cejpzosrzdr0r1k40k,Dana Matich,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,1
Psy,257,z12dddjgvrnvtxkni22gsfdzqmu2z1qmm,Angela Flemming,Still a very fun music video to watch! ﻿,0
Psy,258,z133jzxzav2gw5lq504cgrnx3lbgulw5onc0k,itzquiffer,C'mon 3 billion views!!!!!!!!﻿,0
Psy,259,z13awjrbcpyhinimp23nwztqlrucvdio404,The Bibliophile Flautist,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1
Psy,260,z133tllzkmb0wthup235c5qovo3xzdzqr04,Wilfredo Latorre,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0
Psy,261,z13shj4wpmflidcxc04ce5f4vlqdyzjowso0k,Tornike Noniashvili,subscribe my chanel﻿,1
Psy,262,z13fgt5wtsf3znibb04cgrfgasztuv5q5wk0k,Diana Roque,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",0
Psy,263,z122ybty1la4dbrz304cgnoh1knkiv0odfg,bruno jovao,LoL﻿,0
Psy,264,z135cxegbufxdviso23kgn4rqmbvwxyqp04,Spencer Clark,If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,0
Psy,265,z13ucxdzemugi1v5n04ccjloko25drfb4js,Haley Harmicar,"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'﻿",0
Psy,266,z12mfnjahrvcgjh4004cdf3buuzshjsrzhw,Kincaid Liebenberg,PSY is a good guy﻿,0
Psy,267,z12cwnzbunaji14ah04cf3jizmzpz3igxj4,CHILD,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,0
Psy,268,z12vzdda5z3jvliop04cc535ayybt3mwthc,CustomerService GM,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,1
Psy,269,z13axbnqtxfrc3ncc23xxp2wivqbgx43o,sahil samal,1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,0
Psy,270,z13csxapuz2ggji2n23dsfhobq30yhle1,Doris Chew,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0
Psy,271,z13qe1myote4hhwox04chrdxbv30dhraerc0k,hunter braddock,For all of the little kidz out there there is Like 7 to 8 Billon people on  earth NOT 7 to 8 MILLON.Get you facts straight before posting comments.﻿,0
Psy,272,z12duvqj2ozihjxzr04cffmhekeyzbkql20,Arrestme11,How stupid humanity is﻿,0
Psy,273,z13fib54ilj0ix3ln23cy5h41xi0hduex,The O'dowd Crowd,Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1
Psy,274,z12qfjubxk2iftnwk04chp5amsmmuvpwh5w,FaceTheFacts,You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,0
Psy,275,z12ttjopmofst1gpp04cc5ezywjrwntjrc0,x Judda,"We get it, you came here for the views... ﻿",0
Psy,276,z12wz33h0vbdcdel022hu3npdufjjx2mv,Kelsey bolley,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0
Psy,277,z12th3fqdqq5yn0tq23rzboi3wb4tft0y,Markus Mairhofer,"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1
Psy,278,z13nw3lhgt2nf5wwe04cdlx5iyaydznrve0,Wert Walleet,"This song is great there are 2,127,315,950 views wow﻿",0
Psy,279,z13ytrypzmmxwrqsw22hfhf4ivbot5w2q,Hollz C,I'm watching this in 2014﻿,0
Psy,280,z12ivx14lye5szr4k04cddnhuujytfhz4v00k,The Silhouette,Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,0
Psy,281,z124elbgazqmuhvs5230ut14uta5irenh,Agarra Mela,"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",0
Psy,282,z12dcrdpiky1w3oia04chrvgxpmuzjv4gcw,Tedi Foto,What my gangnam style﻿,0
Psy,283,z12qxl3xupmjsbzzg04cfzegyw3xfjjjpfc,StarBlade34 OverLord,Lol this youtuber (officialpsy) is getting so much money lol﻿,0
Psy,284,z12gdhri2nzouxcxq04ci11h5we3edegkbg,Super Cot,1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,0
Psy,285,z13jhnc5bozpyx01123nz5ky5yjksrdzm04,restlesswikiinfo,"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",0
Psy,286,z12oxlzh4qjicd2zu04cgfabqtipf3gq4is,Susan Jay,"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",0
Psy,287,z13vhnh5ewvdyzh3o23bjz55lxbwjznor04,diego acosta,"If I get 100 subscribers, I will summon Freddy Mercury's ghost to whipe  from the face of earth One Direction and Miley Cirus.﻿",1
Psy,288,z12ztdojvxyhy3bpc04cf34jnnrnfpuyj1c,Harrys Edits,if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,1
Psy,289,z12qfpcgnmjcgfqh104cd3fptuuxzxcp0i4,piwnugget,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,0
Psy,290,z12ws5swdzq4gxqkh23iilpavrmjcjqdy,ThoseFour KidsYaay,2 billion for this shit?﻿,0
Psy,291,z122z5pa2wyofbjj304cgfwrrmvjgn0pohc,Mia Aspinall,"2 billion views, only 2 million shares﻿",0
Psy,292,z12ruft4aq3thhpbl04cdxrzjvmohjyqhs00k,DylsFS,Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,1
Psy,293,z13nvtepirfuhrral04cc10xkkygibq53t40k,"nobleMC | Minecraft, GFX and More!",If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,1
Psy,294,z12dgxdpbsjvsj1lv22vhn3ypsynh3gq204,zakaia ziko,follower please https://www.facebook.com/lists/161620527267482﻿,1
Psy,295,z13jzr151zb4cfmqs04chbrbukncfhzxy40,Praise Samuel,2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name﻿,0
Psy,296,z121zn0biqizsti0j23rghdafmjzgpuu4,nathan robson,If i reach 100 subscribers i will tazz my self and my friend﻿,1
Psy,297,z13uhbtohvm4yxq0d22lvbyx3ratct1ju04,Navin Surya,Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,1
Psy,298,z12mubjyckfjvhmni23bc5nxbnrggtvjq04,Bishwaroop Bhattacharjee,https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,1
Psy,299,z12ovv2xcmmtv5exl04cdxe4ql31dd2jiy00k,Liu Chu Yi,I am so awesome and smart!!! Sucscribe to me!﻿,1
Psy,300,z13fdvwhykzhuldpn04cfdtwkyqterlavnk0k,iKap Taz,Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,1
Psy,301,z12vu5grlujzfr4cx23iu5zpdpugzxl4t04,Serkan Kaya,http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1
Psy,302,z12iztop3pyovxbl322eyxng2k3gi5rax04,Bizzle Sperq,https://www.facebook.com/nicushorbboy add mee &lt;3 &lt;3﻿,1
Psy,303,z12cehoxozfgg3nok04cjj05xznbgrlpfjo,Elieo Cardiopulmonary,im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,1
Psy,304,z13xwborhli2vdrab04chblgxvjattz4ezs0k,Luna Gamer Potter, I hate this song! ﻿,0
Psy,305,z13zuxpykozmevuf222nh5vr3taqvbqun,Thomas sea,please throw a sub on my channel﻿,1
Psy,306,z12zgfgp1rzzct4ft23jxrwozxabfnjjv04,This Is Really Not Lois Arceo,"NEW GOAL!   3,000,000!  Let's go for it!﻿",0
Psy,307,z121j52qizrzhd2pa04ceht4jpeuzvzgunc0k,Niggly Wiggly,Go to my channel if u want to see a fly getting burned alive﻿,1
Psy,308,z12dixvi2qepuhb4o04chpd5exjdx3oqdic,DropItLikeItsSloth,just came here to check the views :P﻿,0
Psy,309,z12kw53jipujdzqex22qt5vxtoyde3cwg04,Itss Synco,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",1
Psy,310,z12kx35bmpbiez0kp22qxrrrrzecznnw004,Puppy Lover5614,I hav absolutely no idea what he's saying. Is it even a language?﻿,0
Psy,311,z12qh5dbxp2uwj3s423qg3cqdqmzxrirt04,Mason Sieverding,Please check out my vidios guys﻿,1
Psy,312,z12qzr1q3vqdghaln23asbvwhrmftzrox04,Robin Delwiche,I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,0
Psy,313,z13pv52hkmf4jn23g22nzx5zqr2gen1gv04,LBEProductions,Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs﻿,1
Psy,314,z123vd4i3laosnv4b04ci3pwunuvytarigs,Thuan Lai Tran,This is getting old.........﻿,0
Psy,315,z12ig3jrnlfvsthaa04chjkrply5zligbdg,Aaa Aaa,PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
Psy,316,z12jeraoczqvvbkmz23hsbcptweedlrxx04,BIGMOFO Tonkatruck,just came to check the view count﻿,0
Psy,317,z12fgjx5zknbitgw104ce3op4v3nzlaxzqo0k,Young IncoVEVO,Check out my Music Videos! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,1
Psy,318,z124tligikzvt3kch22kx5daswzwdrjxp04,Young IncoVEVO,Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,1
Psy,319,z12ct5z5hsnsjjpii04ccbzztmf1ulxxous0k,Viperas Lord,www.marketglory.com/strategygame/lordviperas﻿,1
Psy,320,z124zbcigmbfvhpru04cepdx2vikibhp42c,Yabbamita DBH,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",0
Psy,321,z13pzv4gkkj3hpe4g04ccdma2vbtcliiu1c,Muhd Hafiz,WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD﻿,0
Psy,322,z13uffbajziyw5cfp23bwbw5auytzdl5b04,Juris Dumagan,I think he was drunk during this :) x)﻿,0
Psy,323,z13ycvc43ynaerptk235dhnwnqf1hdhwl04,Patrick Pernia,Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwin﻿,1
Psy,324,z135zz0xwx2jetyt523mejn40qifw5hjo04,Jennifer Isaksen,"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",0
Psy,325,z12gwldoxpvgjru4004cj3fxyvvvwffjqjg,Ripazha Gaming,http://hackfbaccountlive.com/?ref=5242575﻿,1
Psy,326,z12usr54ppaxxf1dl23nhbybruapdnixw04,Arthur Teixeira,"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",0
Psy,327,z12svt0reqvqyppzw04cgt1axrqhddcbkfc,derrick lawson,https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿,1
Psy,328,z13pitkr5prbgf3ja04cjjg4qme3txjpyqc0k,Yeung Marvin,"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!﻿",0
Psy,329,z13aib0jgoiotfxxi04cj5lgulz3zdfrpew,Stuart Mcdonald,FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo﻿,1
Psy,330,z12oex5p1miewvugp04cgjfqiq3xsxrolhk,Caius Ballad,imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,0
Psy,331,z13supiartrcdr4la22xc3aripu2x1z3a,Ink Video Shorts,Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.﻿,1
Psy,332,z12uthyi5vratjy0v22ycxxhgpuqs5te2,Sigaraya Nesora,"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",0
Psy,333,z131idupvn3yhf3mv23dwzhi4pqixvwuw,Александр Федоров,"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/﻿",1
Psy,334,z12gcx5hzkayhbmve23ghd3plt2czf2rp04,ArioseRose,"Don't mind me, I'm just checking what the views are up to : )﻿",0
Psy,335,z13qhxcb2ybzszosx22rh5hwhmmccpjx404,The Silent Troll Defuser HD,"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!﻿",1
Psy,336,z12yivpznrezu3gyf04ce11xdvmquxzjdo00k,Tom Hosford,"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.﻿",0
